:START_ID,:END_ID,:TYPE,time
2197,3775,same_industry,2021/3/18 20:56
1165,1571,same_industry,2020/1/10 19:58
2082,262,same_industry,2019/8/30 11:25
2082,707,same_industry,2019/4/27 19:17
2082,2877,same_industry,2020/9/4 9:56
2082,2927,same_industry,2020/7/29 14:44
2082,1784,same_industry,2021/2/1 10:55
2082,794,same_industry,2019/6/3 16:40
2082,339,same_industry,2019/5/18 11:35
2082,217,same_industry,2021/6/29 15:04
2082,3216,same_industry,2021/10/15 8:18
2082,79,same_industry,2020/3/10 6:32
2082,1600,same_industry,2020/2/27 14:57
2082,192,same_industry,2021/3/19 18:40
2082,2747,same_industry,2021/1/11 21:14
2082,3393,same_industry,2022/5/13 21:50
2082,790,same_industry,2022/3/18 5:35
1892,3158,same_industry,2018/12/23 21:20
139,2233,same_industry,2020/1/9 21:37
139,1737,same_industry,2021/7/12 21:17
469,1600,same_industry,2022/7/5 20:33
1605,2587,same_industry,2021/4/8 8:18
1605,1967,same_industry,2020/11/26 12:47
1141,296,same_industry,2019/9/15 21:32
1141,3414,same_industry,2019/4/13 12:34
1141,3524,same_industry,2018/11/1 8:05
1141,2257,same_industry,2021/3/24 11:05
1141,1133,same_industry,2019/7/15 6:22
1141,616,same_industry,2020/4/30 16:24
1141,3266,same_industry,2020/2/3 20:00
3367,1192,same_industry,2019/9/15 21:31
3367,2349,same_industry,2020/12/3 10:41
3367,3246,same_industry,2019/9/1 21:21
3367,2278,same_industry,2020/10/28 21:24
3367,3871,same_industry,2021/1/28 22:21
2508,3099,same_industry,2020/8/18 19:08
2508,2175,same_industry,2020/9/1 22:12
1600,3884,same_industry,2019/7/19 7:40
1600,3666,same_industry,2019/6/13 8:26
1600,2418,same_industry,2019/5/23 16:00
1600,2400,same_industry,2018/12/17 10:54
1600,173,same_industry,2020/9/2 21:13
1600,1220,same_industry,2020/9/2 14:56
1600,3116,same_industry,2020/4/24 11:26
1600,724,same_industry,2019/10/13 13:40
1600,3568,same_industry,2021/4/19 7:15
1600,3304,same_industry,2020/11/11 13:46
1600,743,same_industry,2020/10/21 9:07
1600,1853,same_industry,2022/9/8 16:17
1600,783,same_industry,2022/6/30 11:19
1600,790,same_industry,2022/4/30 8:29
1600,3468,same_industry,2022/2/25 19:07
1600,3735,same_industry,2019/8/31 10:00
1600,1020,same_industry,2019/7/26 14:35
1600,3151,same_industry,2020/6/11 11:49
1600,315,same_industry,2020/5/25 12:36
1600,3635,same_industry,2020/2/10 17:56
1600,3654,same_industry,2019/11/29 19:24
1600,3823,same_industry,2021/8/19 7:03
1600,1607,same_industry,2021/7/8 16:10
1600,12,same_industry,2021/3/21 7:47
1600,1379,same_industry,2021/3/18 7:59
1600,308,same_industry,2021/1/25 11:58
1600,3854,same_industry,2021/1/19 12:44
1600,3564,same_industry,2022/7/21 8:26
1600,601,same_industry,2022/2/7 8:25
1600,296,same_industry,2022/1/11 21:49
1600,894,same_industry,2021/11/13 17:19
1600,1828,same_industry,2019/9/3 1:30
1600,1882,same_industry,2020/6/4 7:54
1600,1061,same_industry,2022/8/5 9:24
1600,2656,same_industry,2022/5/30 7:18
1600,1134,same_industry,2021/10/26 7:38
2702,2032,same_industry,2020/7/23 17:30
2702,2561,same_industry,2020/11/14 21:55
2702,237,same_industry,2021/9/4 20:34
2702,1082,same_industry,2021/8/26 10:35
2702,3512,same_industry,2022/9/2 2:08
2702,2622,same_industry,2022/7/26 12:45
2702,2917,same_industry,2022/1/21 9:30
2702,1312,same_industry,2018/11/19 21:46
2702,1789,same_industry,2021/7/20 17:45
2702,783,same_industry,2021/5/14 9:44
2702,2039,same_industry,2020/11/10 8:35
568,3498,same_industry,2019/8/8 7:21
107,444,same_industry,2020/3/6 18:45
107,1872,same_industry,2018/11/2 19:03
3666,743,same_industry,2018/12/12 16:49
3666,2481,same_industry,2022/4/17 20:18
3666,2665,same_industry,2019/11/20 15:27
3666,1600,same_industry,2021/9/9 10:41
3666,3737,same_industry,2021/8/28 14:09
3666,3613,same_industry,2021/6/24 16:33
3666,2735,same_industry,2021/5/21 18:20
3666,3116,same_industry,2021/9/30 6:55
3666,1853,same_industry,2018/10/26 16:07
3666,3084,same_industry,2022/4/18 6:50
3206,747,same_industry,2022/8/22 7:37
2088,3184,same_industry,2019/9/11 8:46
2088,2842,same_industry,2021/6/4 16:39
2088,68,same_industry,2019/7/26 20:38
2088,335,same_industry,2022/8/28 9:30
2088,3417,same_industry,2019/7/31 7:32
514,1592,same_industry,2020/9/2 22:06
707,217,same_industry,2019/9/10 8:05
707,2502,same_industry,2018/11/30 15:32
707,2983,same_industry,2021/1/5 8:53
707,1427,same_industry,2018/11/3 17:16
707,2656,same_industry,2020/5/15 18:05
707,1823,same_industry,2020/8/6 15:20
707,79,same_industry,2020/10/22 7:35
217,707,same_industry,2019/7/30 10:34
217,1824,same_industry,2019/12/13 11:57
217,776,same_industry,2021/4/26 13:03
217,1576,same_industry,2022/1/20 16:50
217,406,same_industry,2019/9/1 9:21
217,700,same_industry,2019/3/26 14:41
217,3772,same_industry,2020/5/7 22:22
217,3150,same_industry,2021/1/20 19:56
217,2502,same_industry,2020/11/16 13:53
217,1630,same_industry,2022/6/28 11:13
598,551,same_industry,2019/9/10 19:15
598,3603,same_industry,2019/3/27 10:40
598,1823,same_industry,2020/4/15 17:05
649,561,same_industry,2019/9/9 9:11
649,3568,same_industry,2019/4/19 11:41
649,79,same_industry,2021/9/9 10:02
649,1866,same_industry,2021/1/15 17:30
649,2391,same_industry,2022/1/29 7:28
10,695,same_industry,2019/9/9 9:06
10,2682,same_industry,2019/8/2 11:47
10,2082,same_industry,2020/4/27 18:14
10,339,same_industry,2022/7/14 6:11
10,2131,same_industry,2019/7/2 7:19
10,826,same_industry,2021/8/3 20:07
10,921,same_industry,2021/4/24 20:00
10,2502,same_industry,2022/8/14 6:51
10,217,same_industry,2022/3/12 15:39
10,2007,same_industry,2022/3/1 15:10
10,3516,same_industry,2022/1/17 7:40
10,2377,same_industry,2021/11/7 8:36
10,743,same_industry,2021/10/10 21:22
10,1628,same_industry,2022/4/15 9:28
10,1317,same_industry,2022/4/7 7:36
10,1548,same_industry,2022/3/28 1:58
1178,1752,same_industry,2019/7/8 0:19
1178,722,same_industry,2019/4/11 15:30
1178,2488,same_industry,2020/9/17 17:08
3094,1106,same_industry,2020/10/14 20:14
3295,1309,same_industry,2021/1/6 11:12
3295,1608,same_industry,2020/3/18 21:25
3295,2622,same_industry,2022/2/21 10:32
3295,1520,same_industry,2020/8/4 22:15
3295,3163,same_industry,2020/1/23 16:56
3330,559,same_industry,2019/9/6 21:36
3330,3564,same_industry,2021/4/14 17:30
3330,3543,same_industry,2019/9/14 1:04
3330,1717,same_industry,2019/3/10 21:10
3330,296,same_industry,2019/3/2 17:39
3330,1141,same_industry,2018/11/29 6:50
3330,746,same_industry,2020/7/18 18:45
3330,1116,same_industry,2020/1/6 8:35
3330,3629,same_industry,2019/10/18 7:22
3330,2346,same_industry,2021/5/24 11:51
3330,3854,same_industry,2020/12/19 18:25
3330,426,same_industry,2021/10/25 7:02
1220,783,same_industry,2021/6/10 8:52
1220,3238,same_industry,2021/4/8 6:55
1220,1600,same_industry,2020/10/8 15:31
1220,3304,same_industry,2022/3/4 17:55
1220,3666,same_industry,2022/6/7 17:53
1220,1853,same_industry,2022/6/1 13:21
1220,2045,same_industry,2022/1/10 11:21
3010,720,same_industry,2020/9/24 16:25
3010,2074,same_industry,2020/8/25 14:49
3010,3247,same_industry,2020/1/9 17:39
3010,1276,same_industry,2018/11/29 21:29
3564,746,same_industry,2019/9/5 2:56
3564,3854,same_industry,2019/8/29 7:36
3564,416,same_industry,2019/8/13 9:20
3564,3030,same_industry,2019/7/27 8:07
3564,3285,same_industry,2019/6/25 7:38
3564,2502,same_industry,2019/5/22 17:13
3564,272,same_industry,2019/3/29 9:16
3564,537,same_industry,2019/3/25 12:41
3564,2020,same_industry,2020/9/2 6:20
3564,2038,same_industry,2020/9/1 8:42
3564,2032,same_industry,2020/8/28 9:15
3564,2724,same_industry,2020/8/28 9:07
3564,738,same_industry,2020/8/21 8:47
3564,1141,same_industry,2020/5/17 8:13
3564,1008,same_industry,2019/10/9 16:00
3564,1600,same_industry,2021/9/7 8:39
3564,707,same_industry,2021/8/20 8:26
3564,3605,same_industry,2021/8/19 8:40
3564,2300,same_industry,2021/8/18 8:23
3564,743,same_industry,2021/7/30 8:48
3564,3052,same_industry,2021/7/21 8:34
3564,2770,same_industry,2021/7/17 14:31
3564,3859,same_industry,2021/7/6 8:35
3564,3543,same_industry,2021/6/27 16:53
3564,1345,same_industry,2021/6/26 17:23
3564,2504,same_industry,2021/6/9 8:25
3564,783,same_industry,2021/5/21 8:40
3564,935,same_industry,2021/4/1 8:16
3564,3348,same_industry,2021/2/4 8:37
3564,3318,same_industry,2021/1/25 8:52
3564,3568,same_industry,2020/12/29 4:10
3564,827,same_industry,2020/12/28 8:31
3564,58,same_industry,2020/10/29 9:47
3564,1289,same_industry,2020/10/29 8:45
3564,1754,same_industry,2022/8/16 16:41
3564,639,same_industry,2022/7/3 15:27
3564,1443,same_industry,2022/6/21 8:55
3564,522,same_industry,2022/3/30 8:32
3564,2734,same_industry,2022/2/20 9:48
3564,2287,same_industry,2022/2/7 8:49
3564,217,same_industry,2021/12/21 8:47
3564,1768,same_industry,2021/10/14 8:43
3564,3113,same_industry,2019/8/29 21:33
3564,2656,same_industry,2019/8/1 8:27
3564,630,same_industry,2019/6/4 17:40
3564,1116,same_industry,2019/1/1 17:55
3564,3414,same_industry,2020/8/20 9:08
3564,3629,same_industry,2020/8/17 2:45
3564,426,same_industry,2019/10/5 20:30
3564,2112,same_industry,2021/8/29 21:00
3564,3537,same_industry,2021/8/20 5:22
3564,2353,same_industry,2021/7/28 8:42
3564,3970,same_industry,2021/6/29 13:57
3564,3496,same_industry,2021/1/13 17:52
3564,2176,same_industry,2022/6/14 18:24
3564,2222,same_industry,2022/6/4 9:32
3564,1866,same_industry,2022/2/23 18:51
3564,1672,same_industry,2022/2/21 16:39
3564,3216,same_industry,2022/2/14 9:01
3564,1231,same_industry,2022/2/10 23:57
3564,2914,same_industry,2021/11/28 8:30
3564,1830,same_industry,2021/9/27 17:12
3564,296,same_industry,2019/6/20 6:39
3564,2082,same_industry,2020/5/15 8:28
3564,906,same_industry,2019/12/3 8:34
3564,3330,same_industry,2021/9/10 0:22
3564,1220,same_industry,2021/8/3 8:38
3564,3804,same_industry,2021/8/3 17:16
3564,2146,same_industry,2021/7/7 6:54
3564,335,same_industry,2021/6/23 8:07
3564,700,same_industry,2021/6/12 18:50
3564,2622,same_industry,2021/3/19 6:55
3564,3540,same_industry,2020/9/22 6:05
3564,561,same_industry,2022/9/9 20:20
3564,3299,same_industry,2022/1/17 12:43
3564,79,same_industry,2022/1/14 10:44
3564,1424,same_industry,2021/12/31 8:44
630,3330,same_industry,2019/9/5 2:19
630,2502,same_industry,2019/5/22 17:13
630,820,same_industry,2019/5/9 18:24
630,2082,same_industry,2022/3/23 13:21
630,3285,same_industry,2022/1/25 17:08
630,3568,same_industry,2019/6/25 22:58
630,3564,same_industry,2019/3/22 20:30
630,3030,same_industry,2020/6/22 18:50
630,1141,same_industry,2019/10/24 0:40
630,2176,same_industry,2021/8/25 17:28
630,3804,same_industry,2021/4/26 9:11
630,2020,same_industry,2022/4/27 21:08
630,3629,same_industry,2019/3/15 6:59
630,746,same_industry,2021/12/16 7:24
535,3060,same_industry,2019/9/4 9:43
535,671,same_industry,2019/4/5 22:35
1613,1873,same_industry,2018/12/4 21:15
1175,2291,same_industry,2021/12/12 14:07
1175,3108,same_industry,2021/6/7 20:25
